Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Correct Set Size,Average Iteration Age of Correct Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total Selection Time,Total Evaluation Time
479,,,215,275,17,5,463.7142857142857,0,0,0,0,0,0.7588300704956055,0.07433056831359863,0.0004284381866455078,0.01426076889038086,0.0035436153411865234,0.6321618556976318
480,,,216,277,17,10,480.0,0,0,1,0,0,0.7595729827880859,0.07461428642272949,0.00042939186096191406,0.01448202133178711,0.0035707950592041016,0.6322286128997803
481,,,216,277,10,3,466.14285714285717,0,0,0,0,0,0.7599470615386963,0.07487225532531738,0.0004303455352783203,0.01448512077331543,0.0035707950592041016,0.632293701171875
482,,,216,277,29,16,462.875,0,0,0,0,0,0.7604517936706543,0.07517337799072266,0.00043129920959472656,0.014492273330688477,0.0035707950592041016,0.6323766708374023
483,,,216,277,34,15,483.0,0,0,0,0,0,0.7610681056976318,0.0754854679107666,0.0004334449768066406,0.014499664306640625,0.003604888916015625,0.6324636936187744
484,,,217,279,19,9,484.0,0,0,1,0,0,0.761742115020752,0.0757894515991211,0.0004343986511230469,0.014641761779785156,0.0036280155181884766,0.6325366497039795
485,,,217,279,23,9,464.9166666666667,0,0,0,0,0,0.7622179985046387,0.07609248161315918,0.0004355907440185547,0.014646530151367188,0.0036280155181884766,0.6326143741607666
486,,,219,281,25,13,486.0,0,1,1,0,0,0.7630150318145752,0.07637953758239746,0.00043654441833496094,0.01486063003540039,0.003659963607788086,0.6326923370361328
487,,,219,281,25,13,474.2352941176471,0,0,0,0,0,0.7635238170623779,0.07669734954833984,0.0004372596740722656,0.014866352081298828,0.003659963607788086,0.6327774524688721
488,,,219,281,27,17,469.76190476190476,0,0,0,0,0,0.7640259265899658,0.07699942588806152,0.0004382133483886719,0.014874458312988281,0.003659963607788086,0.6328580379486084
489,,,219,281,27,12,482.92857142857144,0,0,0,0,0,0.7645268440246582,0.07731246948242188,0.0004391670227050781,0.01488041877746582,0.003659963607788086,0.632936954498291
490,,,219,281,17,7,465.2,0,0,0,0,0,0.7649579048156738,0.07760262489318848,0.0004401206970214844,0.014884233474731445,0.003659963607788086,0.633002758026123
491,,,219,281,23,10,481.7692307692308,0,0,0,0,0,0.7654149532318115,0.07789349555969238,0.0004410743713378906,0.014889240264892578,0.003659963607788086,0.6330749988555908
492,,,219,281,25,17,477.3181818181818,0,0,0,0,0,0.7659149169921875,0.07820630073547363,0.0004417896270751953,0.014896154403686523,0.003659963607788086,0.6331489086151123
493,,,219,281,16,10,471.25,0,0,0,0,0,0.7663371562957764,0.07848834991455078,0.00044274330139160156,0.014901161193847656,0.003659963607788086,0.6332130432128906
494,,,219,281,9,4,469.6666666666667,0,0,0,0,0,0.7667121887207031,0.07875943183898926,0.00044274330139160156,0.014904260635375977,0.003659963607788086,0.6332690715789795
495,,,219,281,22,18,495.0,0,0,0,0,0,0.7672750949859619,0.07905030250549316,0.0004439353942871094,0.014912128448486328,0.0036988258361816406,0.6333389282226562
496,,,219,281,22,6,476.0,0,0,0,0,0,0.7677459716796875,0.07935667037963867,0.0004448890686035156,0.014916181564331055,0.0036988258361816406,0.633415699005127
497,,,219,281,27,13,472.6666666666667,0,0,0,0,0,0.7682540416717529,0.07967567443847656,0.0004458427429199219,0.014922380447387695,0.0036988258361816406,0.6334948539733887
498,,,221,283,21,13,498.0,0,1,0,0,0,0.769036054611206,0.07997536659240723,0.0004470348358154297,0.015137195587158203,0.0037300586700439453,0.6335670948028564
499,0.7,0.6029553485383866,221,283,16,8,477.5,0,0,0,0,0,0.7696959972381592,0.0802621841430664,0.0004477500915527344,0.015142202377319336,0.0037300586700439453,0.633641242980957
500,,,223,285,25,16,500.0,0,0,2,0,0,0.7705841064453125,0.08058047294616699,0.0004487037658691406,0.01536417007446289,0.003767251968383789,0.6339101791381836
501,,,223,285,25,13,494.4117647058824,0,0,0,0,0,0.7710678577423096,0.0808725357055664,0.0004496574401855469,0.01537013053894043,0.003767251968383789,0.6339943408966064
502,,,223,285,26,18,502.0,0,0,0,0,0,0.7716679573059082,0.08118247985839844,0.0004506111145019531,0.015378236770629883,0.0038051605224609375,0.6340739727020264
503,,,223,285,21,18,503.0,0,0,0,0,0,0.7722570896148682,0.08148860931396484,0.00045180320739746094,0.015386104583740234,0.0038421154022216797,0.6341509819030762
504,,,223,285,14,5,495.55555555555554,0,0,0,0,0,0.7726631164550781,0.08176279067993164,0.00045299530029296875,0.015389204025268555,0.0038421154022216797,0.6342198848724365
505,,,224,287,19,5,505.0,0,0,2,0,0,0.7733829021453857,0.08205890655517578,0.000453948974609375,0.015598058700561523,0.0038611888885498047,0.6342911720275879
506,,,224,287,25,17,498.45454545454544,0,0,0,0,0,0.773900032043457,0.0823817253112793,0.0004551410675048828,0.015605926513671875,0.0038611888885498047,0.6343734264373779
507,,,224,287,26,15,507.0,0,0,0,0,0,0.7745740413665771,0.08268189430236816,0.0004563331604003906,0.01561284065246582,0.0038940906524658203,0.634453535079956
508,,,224,287,17,7,500.0,0,0,0,0,0,0.7750248908996582,0.08298492431640625,0.0004572868347167969,0.015616893768310547,0.0038940906524658203,0.6345255374908447
509,,,224,287,23,12,498.1111111111111,0,0,0,0,0,0.7755022048950195,0.08328890800476074,0.0004582405090332031,0.015622854232788086,0.0038940906524658203,0.6345994472503662
510,,,224,287,22,11,510.0,0,0,0,0,0,0.7761311531066895,0.08359479904174805,0.00045943260192871094,0.015629053115844727,0.003919124603271484,0.6346726417541504
511,,,225,289,18,14,511.0,0,1,1,0,0,0.7769219875335693,0.08393263816833496,0.0004603862762451172,0.015810012817382812,0.003953218460083008,0.6347506046295166
512,,,227,291,12,5,512.0,0,1,1,0,0,0.7776460647583008,0.08421182632446289,0.00046133995056152344,0.016023635864257812,0.003972053527832031,0.6348192691802979
513,,,227,291,23,14,500.1,0,0,0,0,0,0.7781398296356201,0.08452177047729492,0.0004622936248779297,0.01602935791015625,0.003972053527832031,0.6348989009857178
514,,,229,293,13,8,514.0,0,1,0,0,0,0.7788479328155518,0.08480072021484375,0.0004634857177734375,0.0162351131439209,0.003994941711425781,0.6349632740020752
515,,,229,293,25,9,505.09090909090907,0,0,0,0,0,0.7793521881103516,0.08512473106384277,0.00046443939208984375,0.01623988151550293,0.003994941711425781,0.635045051574707
516,,,229,293,29,11,492.2857142857143,0,0,0,0,0,0.7798769474029541,0.08545470237731934,0.00046539306640625,0.01624584197998047,0.003994941711425781,0.6351273059844971
517,,,231,295,20,11,517.0,0,1,2,0,0,0.7806777954101562,0.08575177192687988,0.0004665851593017578,0.01647162437438965,0.004021883010864258,0.6351983547210693
518,,,231,295,17,10,505.61538461538464,0,0,0,0,0,0.781134843826294,0.08605480194091797,0.00046753883361816406,0.01647639274597168,0.004021883010864258,0.6352715492248535
519,,,232,297,14,9,519.0,0,0,1,0,0,0.7818880081176758,0.08636593818664551,0.0004684925079345703,0.0166933536529541,0.004045724868774414,0.6353356838226318
520,,,232,297,18,8,504.2307692307692,0,0,0,0,0,0.782357931137085,0.08668208122253418,0.00046944618225097656,0.016698122024536133,0.004045724868774414,0.635408878326416
521,,,233,299,29,17,521.0,0,0,1,0,0,0.7831580638885498,0.08701705932617188,0.0004703998565673828,0.016878128051757812,0.004082918167114258,0.6354918479919434
522,,,233,299,21,10,508.7647058823529,0,0,0,0,0,0.7836308479309082,0.08732104301452637,0.0004703998565673828,0.016882896423339844,0.004082918167114258,0.6355705261230469
523,,,233,299,14,6,510.44444444444446,0,0,0,0,0,0.784099817276001,0.08765912055969238,0.00047135353088378906,0.016887187957763672,0.004082918167114258,0.635636568069458
524,,,233,299,28,18,506.85185185185185,0,0,0,0,0,0.7846310138702393,0.08798599243164062,0.00047135353088378906,0.016894102096557617,0.004082918167114258,0.6357173919677734
525,,,234,301,22,13,525.0,0,0,1,0,0,0.7854189872741699,0.08829712867736816,0.0004723072052001953,0.01712179183959961,0.004116535186767578,0.6357903480529785
526,,,234,301,14,9,526.0,0,0,0,0,0,0.7859818935394287,0.08864617347717285,0.0004734992980957031,0.017126798629760742,0.004141330718994141,0.6358604431152344
527,,,234,301,16,7,517.3333333333334,0,0,0,0,0,0.786445140838623,0.08896613121032715,0.0004744529724121094,0.01713085174560547,0.004141330718994141,0.6359317302703857
528,,,234,301,27,21,528.0,0,0,0,0,0,0.7870769500732422,0.08926916122436523,0.0004756450653076172,0.017139911651611328,0.004182577133178711,0.6360116004943848
529,,,234,301,14,9,526.2,0,0,0,0,0,0.7875220775604248,0.08957290649414062,0.0004763603210449219,0.01714468002319336,0.004182577133178711,0.6360807418823242
530,,,234,301,18,10,514.2,0,0,0,0,0,0.7879819869995117,0.08988189697265625,0.0004773139953613281,0.017149686813354492,0.004182577133178711,0.636150598526001
531,,,236,303,12,7,531.0,0,0,2,0,0,0.7886829376220703,0.09017491340637207,0.0004782676696777344,0.017359018325805664,0.004204511642456055,0.6362128257751465
532,,,237,305,21,7,532.0,0,0,2,0,0,0.789438009262085,0.09050703048706055,0.0004794597625732422,0.017551183700561523,0.0042266845703125,0.6362898349761963
533,,,238,307,20,9,533.0,0,0,1,0,0,0.7902159690856934,0.09081912040710449,0.00048041343688964844,0.017770051956176758,0.004250764846801758,0.6363656520843506
534,,,238,307,23,8,512.4444444444445,0,0,0,0,0,0.790712833404541,0.09114384651184082,0.0004813671112060547,0.017775297164916992,0.004250764846801758,0.6364436149597168
535,,,240,309,8,5,535.0,0,0,1,0,0,0.7914471626281738,0.09145283699035645,0.0004820823669433594,0.01800060272216797,0.004269599914550781,0.6365013122558594
536,,,240,309,14,6,515.3333333333334,0,0,0,0,0,0.7919821739196777,0.09182095527648926,0.0004830360412597656,0.018004655838012695,0.004269599914550781,0.6365983486175537
537,,,242,311,27,13,537.0,0,1,1,0,0,0.7928531169891357,0.09215092658996582,0.0004839897155761719,0.018244504928588867,0.004301548004150391,0.6366784572601318
538,,,242,311,27,19,516.8148148148148,0,0,0,0,0,0.7934060096740723,0.09249520301818848,0.0004849433898925781,0.018251419067382812,0.004301548004150391,0.6367654800415039
539,,,244,313,16,7,539.0,0,0,2,0,0,0.7941808700561523,0.09281516075134277,0.0004858970642089844,0.018468618392944336,0.004322528839111328,0.6368341445922852
540,,,244,313,21,15,540.0,0,0,0,0,0,0.7948098182678223,0.09315299987792969,0.0004868507385253906,0.01847553253173828,0.0043566226959228516,0.6369121074676514
541,,,244,313,19,9,518.0909090909091,0,0,0,0,0,0.7953009605407715,0.09348416328430176,0.0004878044128417969,0.018480539321899414,0.0043566226959228516,0.6369891166687012
542,,,244,313,16,5,536.4285714285714,0,0,0,0,0,0.7957680225372314,0.09381532669067383,0.0004887580871582031,0.018483638763427734,0.0043566226959228516,0.6370563507080078
543,,,245,315,15,6,543.0,0,0,1,0,0,0.7965288162231445,0.09414315223693848,0.0004897117614746094,0.01870274543762207,0.004378557205200195,0.6371192932128906
544,,,245,315,12,8,520.8181818181819,0,0,0,0,0,0.7969610691070557,0.09444403648376465,0.0004909038543701172,0.018707752227783203,0.004378557205200195,0.6371855735778809
545,,,247,317,29,15,545.0,0,0,2,0,0,0.7978289127349854,0.09478116035461426,0.0004918575286865234,0.018950700759887695,0.004412412643432617,0.6372683048248291
546,,,247,317,19,15,522.5263157894736,0,0,0,0,0,0.7983241081237793,0.09510588645935059,0.0004928112030029297,0.018956661224365234,0.004412412643432617,0.637343168258667
547,,,247,317,22,10,527.3571428571429,0,0,0,0,0,0.7988259792327881,0.09544062614440918,0.0004940032958984375,0.018962860107421875,0.004412412643432617,0.6374170780181885
548,,,249,319,14,9,548.0,0,1,1,0,0,0.7996149063110352,0.09576272964477539,0.0004951953887939453,0.019199132919311523,0.004438638687133789,0.6374809741973877
549,,,250,321,31,13,549.0,0,0,1,0,0,0.8004460334777832,0.09611892700195312,0.0004963874816894531,0.01937699317932129,0.0044705867767333984,0.6375710964202881
550,,,252,323,25,14,550.0,0,0,1,0,0,0.8013451099395752,0.0964670181274414,0.0004973411560058594,0.01961994171142578,0.004503726959228516,0.6376528739929199
551,,,252,323,32,14,551.0,0,0,0,0,0,0.8020198345184326,0.09680986404418945,0.0004985332489013672,0.019626855850219727,0.004536628723144531,0.637744665145874
552,,,252,323,27,11,539.4285714285714,0,0,0,0,0,0.8025689125061035,0.09716391563415527,0.000499725341796875,0.019633054733276367,0.004536628723144531,0.6378295421600342
553,,,252,323,18,8,531.75,0,0,0,0,0,0.8030478954315186,0.09749388694763184,0.0005006790161132812,0.019637107849121094,0.004536628723144531,0.6379008293151855
554,,,252,323,14,9,536.0666666666667,0,0,0,0,0,0.8034918308258057,0.09780287742614746,0.0005018711090087891,0.019641876220703125,0.004536628723144531,0.6379656791687012
555,,,252,323,32,15,539.1764705882352,0,0,0,0,0,0.804063081741333,0.09816098213195801,0.0005028247833251953,0.01964879035949707,0.004536628723144531,0.6380496025085449
556,,,254,325,30,19,556.0,0,1,1,0,0,0.8050088882446289,0.09850788116455078,0.0005037784576416016,0.01989889144897461,0.004576444625854492,0.638131856918335
557,,,254,325,19,7,542.4166666666666,0,0,0,0,0,0.8054888248443604,0.09882974624633789,0.0005047321319580078,0.019902944564819336,0.004576444625854492,0.6382088661193848
558,,,254,325,22,12,534.0,0,0,0,0,0,0.8060050010681152,0.09917378425598145,0.0005056858062744141,0.01990818977355957,0.004576444625854492,0.63828444480896
559,,,254,325,14,8,539.3846153846154,0,0,0,0,0,0.8064529895782471,0.0994880199432373,0.0005066394805908203,0.019913196563720703,0.004576444625854492,0.6383492946624756
560,,,254,325,32,15,544.1363636363636,0,0,0,0,0,0.8070127964019775,0.09983515739440918,0.000507354736328125,0.019919157028198242,0.004576444625854492,0.6384341716766357
561,,,254,325,14,8,547.6,0,0,0,0,0,0.8074607849121094,0.10015320777893066,0.0005083084106445312,0.01992321014404297,0.004576444625854492,0.6384971141815186
562,,,255,327,17,12,562.0,0,0,1,0,0,0.8081958293914795,0.10047435760498047,0.0005090236663818359,0.02010512351989746,0.004608631134033203,0.6385631561279297
563,,,255,327,19,12,547.2,0,0,0,0,0,0.8087890148162842,0.10085940361022949,0.0005099773406982422,0.0201113224029541,0.004608631134033203,0.6386828422546387
564,,,255,327,29,18,564.0,0,0,0,0,0,0.8094840049743652,0.1012265682220459,0.0005118846893310547,0.020119428634643555,0.004647731781005859,0.638765811920166
565,,,257,329,15,5,565.0,0,1,1,0,0,0.810265064239502,0.10155653953552246,0.0005128383636474609,0.020339012145996094,0.004667758941650391,0.638836145401001
566,,,257,329,34,18,553.5384615384615,0,0,0,0,0,0.8108689785003662,0.10192561149597168,0.0005137920379638672,0.020346879959106445,0.004667758941650391,0.6389310359954834
567,,,257,331,24,19,567.0,0,0,1,0,0,0.8116428852081299,0.10228157043457031,0.0005147457122802734,0.020457744598388672,0.004706859588623047,0.6390089988708496
568,,,257,331,21,13,545.5909090909091,0,0,0,0,0,0.8121528625488281,0.1026163101196289,0.0005154609680175781,0.020464658737182617,0.004706859588623047,0.6390869617462158
569,,,257,331,13,7,552.3846153846154,0,0,0,0,0,0.8126049041748047,0.10294055938720703,0.0005164146423339844,0.020468473434448242,0.004706859588623047,0.6391506195068359
570,,,257,333,21,12,570.0,0,0,1,0,0,0.8133378028869629,0.10327434539794922,0.0005171298980712891,0.02061939239501953,0.00473785400390625,0.6392226219177246
571,,,257,333,16,11,552.5625,0,0,0,0,0,0.813823938369751,0.10361027717590332,0.0005180835723876953,0.020624637603759766,0.00473785400390625,0.6392936706542969
572,,,257,333,39,20,555.4814814814815,0,0,0,0,0,0.8144450187683105,0.10398244857788086,0.0005190372467041016,0.020633697509765625,0.00473785400390625,0.6393868923187256
573,,,259,335,24,15,573.0,0,1,0,0,0,0.8153579235076904,0.10435366630554199,0.0005202293395996094,0.02088189125061035,0.004773139953613281,0.6394619941711426
574,,,260,337,21,15,574.0,0,0,1,0,0,0.8161859512329102,0.10470199584960938,0.0005211830139160156,0.021078824996948242,0.004806041717529297,0.6395418643951416
575,,,262,339,23,14,575.0,0,1,2,0,0,0.8170890808105469,0.10505390167236328,0.0005221366882324219,0.02133488655090332,0.004837989807128906,0.6396236419677734
576,,,264,341,19,8,576.0,0,0,2,0,0,0.8179759979248047,0.10540390014648438,0.0005230903625488281,0.02156209945678711,0.00486302375793457,0.6396994590759277
577,,,264,341,44,25,554.96875,0,0,0,0,0,0.8186619281768799,0.1058042049407959,0.0005240440368652344,0.021572113037109375,0.00486302375793457,0.6398043632507324
578,,,264,341,18,6,571.2857142857143,0,0,0,0,0,0.8191349506378174,0.10613107681274414,0.0005240440368652344,0.021575927734375,0.00486302375793457,0.6398754119873047
579,,,264,341,9,5,563.125,0,0,0,0,0,0.8195688724517822,0.10645675659179688,0.0005249977111816406,0.021579742431640625,0.00486302375793457,0.6399333477020264
580,,,264,341,26,12,556.6190476190476,0,0,0,0,0,0.8201079368591309,0.10681462287902832,0.0005261898040771484,0.021584510803222656,0.00486302375793457,0.6400091648101807
581,,,265,343,29,14,581.0,0,0,1,0,0,0.8209679126739502,0.1071627140045166,0.0005273818969726562,0.021816730499267578,0.004897117614746094,0.6400902271270752
582,,,265,343,12,2,570.75,0,0,0,0,0,0.8214089870452881,0.1074826717376709,0.0005283355712890625,0.021818876266479492,0.004897117614746094,0.6401562690734863
583,,,267,345,21,9,583.0,0,1,1,0,0,0.8222758769989014,0.10783553123474121,0.0005292892456054688,0.022061824798583984,0.00492095947265625,0.6402273178100586
584,,,267,345,31,16,584.0,0,0,0,0,0,0.8229608535766602,0.10820531845092773,0.000530242919921875,0.022069931030273438,0.004955768585205078,0.6403148174285889
585,,,267,345,15,8,570.4444444444445,0,0,0,0,0,0.8235020637512207,0.10856008529663086,0.0005314350128173828,0.022074222564697266,0.004955768585205078,0.6403858661651611
586,,,267,345,14,7,581.6923076923077,0,0,0,0,0,0.8240578174591064,0.10898518562316895,0.0005323886871337891,0.022078275680541992,0.004955768585205078,0.6404497623443604
587,,,267,345,23,13,566.8421052631579,0,0,0,0,0,0.8245818614959717,0.10933494567871094,0.0005333423614501953,0.02208399772644043,0.004955768585205078,0.6405236721038818
588,,,269,347,25,17,588.0,0,1,1,0,0,0.8255360126495361,0.10970115661621094,0.0005342960357666016,0.022350788116455078,0.004992485046386719,0.6405994892120361
589,,,270,349,18,11,589.0,0,1,1,0,0,0.8263189792633057,0.11005210876464844,0.0005354881286621094,0.022523164749145508,0.0050203800201416016,0.6406738758087158
590,,,271,351,27,18,590.0,0,1,0,0,0,0.8271920680999756,0.11042094230651855,0.0005364418029785156,0.022710084915161133,0.0050601959228515625,0.6407606601715088
591,,,271,351,29,20,576.6333333333333,0,0,0,0,0,0.8277938365936279,0.11080503463745117,0.0005371570587158203,0.022718429565429688,0.0050601959228515625,0.6408483982086182
592,,,267,351,25,15,585.0,4,0,0,0,0,0.828441858291626,0.11117386817932129,0.0005383491516113281,0.022797346115112305,0.0050601959228515625,0.6409313678741455
593,,,269,353,19,9,593.0,0,0,2,0,0,0.8293068408966064,0.11153197288513184,0.0005393028259277344,0.023041725158691406,0.0050852298736572266,0.6410021781921387
594,,,270,355,25,17,594.0,0,0,1,0,0,0.8302140235900879,0.11191296577453613,0.0005400180816650391,0.023279905319213867,0.00512242317199707,0.641085147857666
595,,,270,355,14,5,589.4285714285714,0,0,0,0,0,0.8307111263275146,0.1122751235961914,0.0005412101745605469,0.023283004760742188,0.00512242317199707,0.6411559581756592
596,,,270,355,11,6,578.8333333333334,0,0,0,0,0,0.8311889171600342,0.11263322830200195,0.0005421638488769531,0.023286104202270508,0.00512242317199707,0.6412179470062256
597,,,270,355,19,8,574.0,0,0,0,0,0,0.8317000865936279,0.11299443244934082,0.0005431175231933594,0.02329087257385254,0.00512242317199707,0.6412868499755859
598,,,272,357,22,12,598.0,0,1,1,0,0,0.832611083984375,0.11333441734313965,0.0005440711975097656,0.02357006072998047,0.00515437126159668,0.6413588523864746
599,0.66,0.6067358825018982,273,359,35,19,599.0,0,0,1,0,0,0.833794116973877,0.11371946334838867,0.0005450248718261719,0.023869991302490234,0.005193471908569336,0.6414523124694824
600,,,273,359,31,21,600.0,0,0,0,0,0,0.8344929218292236,0.11409235000610352,0.0005459785461425781,0.023878812789916992,0.005234241485595703,0.6417114734649658
601,,,273,359,36,20,582.6774193548387,0,0,0,0,0,0.8351118564605713,0.11446714401245117,0.0005471706390380859,0.023888111114501953,0.005234241485595703,0.64180588722229
602,,,273,359,17,8,595.3636363636364,0,0,0,0,0,0.8356471061706543,0.11485409736633301,0.0005481243133544922,0.023891925811767578,0.005234241485595703,0.641876220703125
603,,,275,361,14,9,603.0,0,1,0,0,0,0.836467981338501,0.11519408226013184,0.0005490779876708984,0.02414989471435547,0.005258321762084961,0.6419413089752197
604,,,275,361,24,15,586.95,0,0,0,0,0,0.8372349739074707,0.1155543327331543,0.0005500316619873047,0.024171829223632812,0.005258321762084961,0.642127275466919
605,,,275,361,34,22,588.7241379310345,0,0,0,0,0,0.8379378318786621,0.11597347259521484,0.0005509853363037109,0.02418065071105957,0.005258321762084961,0.642235279083252
606,,,275,361,21,10,586.2307692307693,0,0,0,0,0,0.8384809494018555,0.11634564399719238,0.0005519390106201172,0.024185895919799805,0.005258321762084961,0.6423132419586182
607,,,275,361,19,10,593.8,0,0,0,0,0,0.8389949798583984,0.11670041084289551,0.0005528926849365234,0.024190902709960938,0.005258321762084961,0.6423864364624023
608,,,275,361,19,9,587.2857142857143,0,0,0,0,0,0.8395059108734131,0.11704826354980469,0.0005540847778320312,0.02419567108154297,0.005258321762084961,0.6424582004547119
609,,,275,361,12,5,600.0,0,0,0,0,0,0.8400881290435791,0.11749792098999023,0.0005552768707275391,0.02419877052307129,0.005258321762084961,0.64253830909729
610,,,276,363,19,11,610.0,0,0,1,0,0,0.8409538269042969,0.11785197257995605,0.0005562305450439453,0.024449586868286133,0.005292177200317383,0.6426091194152832
611,,,276,363,20,10,587.4375,0,0,0,0,0,0.8414647579193115,0.11819100379943848,0.0005571842193603516,0.024454355239868164,0.005292177200317383,0.6426904201507568
612,,,276,363,35,17,594.3461538461538,0,0,0,0,0,0.8421189785003662,0.1185760498046875,0.0005581378936767578,0.024463653564453125,0.005292177200317383,0.6427834033966064
613,,,276,363,39,21,613.0,0,0,0,0,0,0.8428559303283691,0.11896228790283203,0.0005590915679931641,0.024471759796142578,0.005337238311767578,0.6428804397583008
614,,,276,363,19,9,611.5,0,0,0,0,0,0.8433630466461182,0.1193084716796875,0.0005600452423095703,0.02447652816772461,0.005337238311767578,0.6429564952850342
615,,,276,363,21,9,593.6470588235294,0,0,0,0,0,0.8438920974731445,0.1196756362915039,0.0005609989166259766,0.02448129653930664,0.005337238311767578,0.6430301666259766
616,,,278,365,22,10,616.0,0,0,2,0,0,0.8447549343109131,0.12003564834594727,0.0005619525909423828,0.024744510650634766,0.005365133285522461,0.6431031227111816
617,,,278,365,23,9,594.2,0,0,0,0,0,0.8452949523925781,0.12040281295776367,0.0005629062652587891,0.0247495174407959,0.005365133285522461,0.6431822776794434
618,,,278,365,31,16,612.0,0,0,0,0,0,0.8458728790283203,0.12076783180236816,0.0005640983581542969,0.02475738525390625,0.005365133285522461,0.6432650089263916
619,,,279,367,16,7,619.0,0,0,1,0,0,0.8466591835021973,0.12111067771911621,0.0005650520324707031,0.024993181228637695,0.005387306213378906,0.6433315277099609
620,,,279,367,27,14,620.0,0,0,0,0,0,0.8473720550537109,0.12150788307189941,0.0005662441253662109,0.025000333786010742,0.005420207977294922,0.6434173583984375
621,,,279,367,25,14,601.8947368421053,0,0,0,0,0,0.8479549884796143,0.12189865112304688,0.0005674362182617188,0.025007247924804688,0.005420207977294922,0.6435015201568604
622,,,279,367,31,16,601.3913043478261,0,0,0,0,0,0.8485498428344727,0.12228155136108398,0.0005681514739990234,0.025014162063598633,0.005420207977294922,0.6435863971710205
623,,,279,367,27,14,603.4736842105264,0,0,0,0,0,0.8491039276123047,0.12264347076416016,0.0005693435668945312,0.025020122528076172,0.005420207977294922,0.6436653137207031
624,,,279,367,27,15,612.7,0,0,0,0,0,0.8496899604797363,0.12302660942077637,0.0005702972412109375,0.025027036666870117,0.005420207977294922,0.6437432765960693
625,,,279,367,20,9,605.8181818181819,0,0,0,0,0,0.850243091583252,0.12339472770690918,0.0005712509155273438,0.025030851364135742,0.005420207977294922,0.6438422203063965
626,,,279,367,28,13,603.9047619047619,0,0,0,0,0,0.8508040904998779,0.12376189231872559,0.0005724430084228516,0.025037050247192383,0.005420207977294922,0.6439220905303955
627,,,279,367,20,7,612.4444444444445,0,0,0,0,0,0.8513269424438477,0.12413382530212402,0.0005733966827392578,0.025040864944458008,0.005420207977294922,0.6439909934997559
628,,,279,367,20,10,606.3333333333334,0,0,0,0,0,0.8518390655517578,0.12448859214782715,0.0005743503570556641,0.025046110153198242,0.005420207977294922,0.6440601348876953
629,,,281,369,23,12,629.0,0,0,1,0,0,0.8527429103851318,0.12484335899353027,0.0005755424499511719,0.02531719207763672,0.005452156066894531,0.6441326141357422
630,,,282,371,36,21,630.0,0,0,1,0,0,0.853801965713501,0.1252453327178955,0.0005764961242675781,0.025637149810791016,0.005494117736816406,0.6442296504974365
631,,,284,373,15,8,631.0,0,0,2,0,0,0.8547201156616211,0.12566351890563965,0.0005776882171630859,0.025899887084960938,0.005517244338989258,0.644303560256958
632,,,284,373,26,16,611.8695652173913,0,0,0,0,0,0.8552689552307129,0.12601351737976074,0.0005776882171630859,0.02590799331665039,0.005517244338989258,0.6443877220153809
633,,,284,373,39,21,613.8620689655172,0,0,0,0,0,0.8559010028839111,0.12639451026916504,0.0005784034729003906,0.02591729164123535,0.005517244338989258,0.644481897354126
634,,,284,373,18,10,618.7058823529412,0,0,0,0,0,0.8564250469207764,0.12676644325256348,0.0005793571472167969,0.025922536849975586,0.005517244338989258,0.6445508003234863
635,,,284,373,14,8,612.8,0,0,0,0,0,0.8569281101226807,0.12713217735290527,0.0005803108215332031,0.025927305221557617,0.005517244338989258,0.6446187496185303
636,,,284,373,21,10,618.6875,0,0,0,0,0,0.8574559688568115,0.12749719619750977,0.0005812644958496094,0.02593255043029785,0.005517244338989258,0.6446926593780518
637,,,284,373,25,14,629.1764705882352,0,0,0,0,0,0.8580629825592041,0.12786221504211426,0.0005819797515869141,0.025939464569091797,0.005517244338989258,0.6447699069976807
638,,,285,375,31,17,638.0,0,0,1,0,0,0.859015941619873,0.12831330299377441,0.0005829334259033203,0.02613663673400879,0.0055561065673828125,0.6448569297790527
639,,,285,375,38,22,618.7407407407408,0,0,0,0,0,0.8596858978271484,0.1287245750427246,0.0005838871002197266,0.02614569664001465,0.0055561065673828125,0.6449570655822754
640,,,286,377,14,8,640.0,0,0,1,0,0,0.8604309558868408,0.12906455993652344,0.0005848407745361328,0.026336193084716797,0.005579948425292969,0.645021915435791
641,,,286,377,20,11,631.7777777777778,0,0,0,0,0,0.8609480857849121,0.12941336631774902,0.0005860328674316406,0.026342153549194336,0.005579948425292969,0.6450998783111572
642,,,287,379,18,12,642.0,0,0,1,0,0,0.8618040084838867,0.12978363037109375,0.0005869865417480469,0.026582717895507812,0.00561070442199707,0.6451709270477295
643,,,287,379,26,12,618.875,0,0,0,0,0,0.862375020980835,0.13016176223754883,0.0005869865417480469,0.02658867835998535,0.00561070442199707,0.6452558040618896
644,,,288,381,16,9,644.0,0,0,1,0,0,0.8631980419158936,0.13052582740783691,0.0005879402160644531,0.02681899070739746,0.005634784698486328,0.6453261375427246
