Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
100	97	99	0.94	0.5146464646464649	0.0026780843734741213
200	202	211	0.79	0.5405213270142183	0.003463888168334961
300	291	314	0.75	0.5533439490445864	0.004551072915395101
400	381	422	0.62	0.5744075829383885	0.006138503551483154
500	474	533	0.51	0.5975609756097559	0.008136987686157227
600	565	647	0.6	0.6182380216383305	0.010638988018035889
700	666	763	0.51	0.6341415465268675	0.01364674965540568
800	763	889	0.6	0.6479752530933635	0.01785780191421509
900	870	1000	0.52	0.6554500000000002	0.02246233622233073
1000	912	1000	0.53	0.6493999999999991	0.029756434758504233
1100	916	1000	0.53	0.6497499999999993	0.03644865353902181
1200	911	1000	0.58	0.6506499999999993	0.04305956761042277
1300	912	1000	0.68	0.6504499999999991	0.049282503128051755
1400	913	1000	0.57	0.6475499999999995	0.056165520350138345
1500	918	1000	0.65	0.6497	0.06324835220972697
1600	922	1000	0.59	0.6529999999999995	0.06999555031458536
1700	924	1000	0.64	0.6528499999999989	0.077599036693573
1800	927	1000	0.61	0.657449999999999	0.08513475259145101
1900	920	1000	0.6	0.6603999999999998	0.09243292013804118
2000	928	1000	0.68	0.6618500000000002	0.09996052185694376
2100	934	1000	0.65	0.6575500000000002	0.10831186771392823
2200	926	1000	0.64	0.65715	0.11634434064229329
2300	932	1000	0.59	0.6548499999999995	0.12435858647028605
2400	930	1000	0.71	0.6555999999999984	0.13252015511194865
2500	926	1000	0.64	0.658899999999999	0.13937503894170125
2600	920	1000	0.71	0.6626000000000003	0.1460130174954732
2700	924	1000	0.71	0.6680499999999993	0.15229028860727947
2800	922	1000	0.69	0.6736999999999995	0.15883198976516724
2900	922	1000	0.65	0.675199999999999	0.1672885537147522
3000	925	1000	0.67	0.676949999999999	0.17526561816533406
3100	926	1000	0.68	0.6798499999999998	0.18295234044392902
3200	920	1000	0.64	0.6824000000000001	0.1906354029973348
3300	920	1000	0.74	0.68085	0.1982150713602702
3400	912	1000	0.68	0.6824499999999997	0.20586132208506266
3500	902	1000	0.68	0.6852999999999995	0.21385891834894816
3600	911	1000	0.66	0.689049999999999	0.22153338591257732
3700	900	1000	0.69	0.6913499999999997	0.22815988461176553
3800	905	1000	0.67	0.6895499999999999	0.23467530409495035
3900	903	1000	0.74	0.6898499999999995	0.24103520313898721
4000	909	1000	0.74	0.6912000000000005	0.24796225627263388
4100	909	1000	0.74	0.6872499999999999	0.2558679699897766
4200	903	1000	0.72	0.6881999999999986	0.2642821033795675
4300	897	1000	0.65	0.689799999999999	0.27186235586802165
4400	892	1000	0.75	0.6889999999999991	0.27947408755620323
4500	899	1000	0.67	0.689849999999999	0.28676395416259765
4600	898	1000	0.76	0.6904999999999991	0.2941659212112427
4700	899	1000	0.8	0.691749999999999	0.3008440216382345
4800	894	1000	0.8	0.6930499999999981	0.307906969388326
4900	895	1000	0.79	0.6961999999999994	0.31477298339207965
5000	887	1000	0.66	0.7000999999999995	0.32231755256652833
5100	893	1000	0.77	0.69795	0.32876750230789187
5200	896	1000	0.73	0.6987500000000002	0.3351013700167338
5300	882	1000	0.72	0.6989500000000004	0.3425077676773071
5400	882	1000	0.78	0.6998500000000003	0.34947813749313356
5500	886	1000	0.8	0.699700000000001	0.35570523341496785
5600	883	1000	0.68	0.7011000000000001	0.36302781899770104
5700	874	1000	0.76	0.7023499999999993	0.37010908921559654
5800	882	1000	0.72	0.7060999999999988	0.377771004041036
5900	876	1000	0.79	0.7065499999999993	0.38553187052408855
6000	882	1000	0.72	0.7054999999999999	0.39206170241038
6100	877	1000	0.77	0.7029499999999995	0.3981566071510315
6200	885	1000	0.8	0.7032999999999991	0.40441778500874836
6300	891	1000	0.78	0.7045499999999995	0.4115841229756673
6400	888	1000	0.74	0.7043500000000005	0.4194608171780904
6500	871	1000	0.81	0.7034000000000007	0.4274803837140401
6600	870	1000	0.74	0.7041999999999999	0.43521230220794677
6700	875	1000	0.76	0.7025499999999989	0.4426173726717631
6800	878	1000	0.84	0.69995	0.4502657373746236
6900	883	1000	0.79	0.6988499999999996	0.45806840658187864
7000	873	1000	0.71	0.6988999999999999	0.4653893351554871
7100	878	1000	0.72	0.6996999999999988	0.4724900523821513
7200	875	1000	0.73	0.6975999999999981	0.47885743379592893
7300	865	1000	0.8	0.6987499999999991	0.4848008712132772
7400	862	1000	0.75	0.6962499999999993	0.4909806172053019
7500	865	1000	0.81	0.6972499999999998	0.49712288777033486
7600	869	1000	0.75	0.6982999999999998	0.5046252846717835
7700	863	1000	0.75	0.7012999999999997	0.5122706691424052
7800	860	1000	0.85	0.7012	0.5205054521560669
7900	850	1000	0.83	0.7037499999999999	0.5279111703236897
8000	841	1000	0.84	0.7031999999999997	0.534547770023346
8100	829	1000	0.77	0.7034499999999997	0.5412501215934753
8200	831	1000	0.85	0.7040999999999991	0.5484100381533304
8300	826	1000	0.81	0.7059999999999989	0.5556829889615377
8400	823	1000	0.84	0.7075	0.5626082857449849
8500	816	1000	0.76	0.7083000000000002	0.5698445359865825
8600	817	1000	0.77	0.7082500000000003	0.5773860692977906
8700	811	1000	0.87	0.7083499999999996	0.5851454337437948
8800	821	1000	0.79	0.7094499999999999	0.5913396557172139
8900	821	1000	0.81	0.709199999999999	0.5965646862983703
9000	824	1000	0.78	0.7099999999999984	0.6024178187052409
9100	824	1000	0.83	0.7097999999999983	0.6077576835950216
9200	818	1000	0.79	0.7088499999999985	0.6129883527755737
9300	818	1000	0.86	0.7058499999999994	0.6184807340304057
9400	822	1000	0.76	0.7044499999999999	0.6241086522738138
9500	824	1000	0.83	0.7039999999999993	0.6297618190447489
9600	827	1000	0.78	0.7028999999999984	0.6353131016095479
9700	825	1000	0.83	0.7007499999999992	0.6409040013949077
9800	814	1000	0.87	0.7007499999999992	0.6461078882217407
9900	807	1000	0.84	0.7026999999999998	0.6515910029411316
10000	808	1000	0.82	0.7022499999999987	0.6576842029889425
